PRENOTAZIONE_MUDE|PRENOTAZIONE_DATA|CONF_PRENOTAZIONE_MUDE|CONF_PRENOTAZIONE_DATA|RICHIESTA_MUDE|DESC_STATO_ISTANZA|RICHIESTA_DATA|RICHIESTA_COMUNE|LIVELLO_OPERATIVO|TIPO_INTERVENTO|CONTIENE_RURALE_STRUMENTALE|CONCESSIONE_CUP|CONCESSIONE_DATA|SAL_ZERO_MUDE|SAL_ZERO_DATA|SAL_INIZIALE_MUDE|SAL_INIZIALE_DATA|SAL_INT_1_MUDE|SAL_INT_1_DATA|SAL_INT_2_MUDE|SAL_INT_2_DATA|SAL_FINALE_MUDE|SAL_FINALE_DATA|SOL_UNICA_MUDE|SOL_UNICA_DATA|FINE_LAVORI_DATA|GEO_LON|GEO_LAT|GEO_CON
0803602200000189842014|03/02/2014|||0803602200000355332014|ACCETTATA DA PA|20/01/2015|MIRANDOLA|E2|DIRETTO|NO|I85C15000670008|15/05/2015|0803602200000632582015|13/10/2015|0803602200000702802015|23/11/2015|0803602200000741952016|25/01/2016|0803602200000762472016|08/02/2016||||||11,0508870480694|44,8746927912326|0
0803602200000156682013|08/01/2014|||0803602200000355902014|ACCETTATA DA PA|06/08/2014|MIRANDOLA|E2|DIRETTO|NO|I85C15000260008|12/02/2015|0803602200000541542015|06/05/2015|0803602200000632092015|30/07/2015|0803602200000657382015|10/09/2015|0803602200000741562016|11/01/2016||||||11,0685807936913|44,8870892597014|0
||||0803602200000357072014|ACCETTATA DA PA|09/08/2014|MIRANDOLA|E2|DIRETTO|S|I85C14002680008|20/11/2014|0803602200000486502015|04/03/2015|0803602200000626242015|21/07/2015|0803602200000730392015|28/12/2015||||||||11,1994567409899|44,8990514068725|0
0803602200000179002014|27/01/2014|||0803602200000357162014|ACCETTATA DA PA|29/12/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000820008|08/06/2015|0803602200000606412015|25/06/2015|0803602200000654012015|07/09/2015|0803602200000670452015|01/10/2015|0803602200000704782015|13/11/2015|0803602200000799312016|21/03/2016||||11,0392954|44,8585182|999
0803602200000173682014|30/01/2014|||0803602200000357182014|ACCETTATA DA PA|25/09/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000160008|28/01/2015|0803602200000464332015|06/02/2015|0803602200000621172015|28/07/2015|0803602200000656142015|26/09/2015|0803602200000771642016|27/02/2016|0803602200000836292016|20/05/2016||||11,1636152479895|44,9217595252721|0
0803602200000145012013|20/12/2013|||0803602200000358772014|ACCETTATA DA PA|22/11/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15001000001|15/07/2015|||0803602200000651932015|04/09/2015|0803602200000721362015|09/12/2015|0803602200000846272016|04/06/2016||||||11,1352665249646|44,8966959289058|0
0803602200000187952014|31/01/2014|||0803602200000359792014|ACCETTATA DA PA|03/10/2014|MIRANDOLA|E2|DIRETTO|NO|I85C15000400008|23/03/2015|0803602200000513062015|10/04/2015|0803602200000617422015|10/07/2015|0803602200000665712015|23/09/2015|0803602200000737862015|30/12/2015|0803602200000855922016|09/06/2016||||11,0857553940926|44,8910278342756|0,167
||||0803602200000361832014|ACCETTATA DA PA|27/09/2014|MIRANDOLA|E3|DIRETTO|NO|I85C14002490001|22/10/2014|0803602200000408282014|27/10/2014|0803602200000424892014|04/12/2014|0803602200000462252015|28/01/2015|0803602200000517922015|16/04/2015|0803602200000730402015|11/01/2016||||11,0266769739839|44,8861727365396|0
0803602200000198052014|26/02/2014|||0803602200000361982014|ACCETTATA DA PA|18/09/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000460008|08/04/2015|0803602200000527352015|24/04/2015|0803602200000738472015|31/12/2015|0803602200000741092016|11/01/2016|0803602200000878282016|12/07/2016||||||11,108061497046|44,9130332855551|0
0803602200000146292013|10/01/2014|||0803602200000362992014|ACCETTATA DA PA|23/09/2014|MIRANDOLA|E2|DIRETTO|NO|I85C14002770008|05/12/2014|0803602200000449622015|16/01/2015|0803602200000598222015|17/06/2015|0803602200000670862015|30/09/2015|0803602200000722532015|11/12/2015|0803602200000823472016|04/05/2016||||11,0881929230199|44,8868414310021|0
0803602200000190762014|15/02/2014|||0803602200000364042014|ACCETTATA DA PA|08/09/2014|MIRANDOLA|E3|DIRETTO|NO|I85C14002250008|30/09/2014|0803602200000409712014|29/10/2014|0803602200000463292015|09/02/2015|0803602200000503892015|02/04/2015|0803602200000613282015|07/07/2015||||||11,0413244464211|44,8880668566521|0
0803602200000159482013|05/02/2014|||0803602200000370652014|ACCETTATA DA PA|27/01/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15001470008|20/10/2015|0803602200000692782015|16/11/2015|0803602200000762502016|18/02/2016|0803602200000774172016|23/04/2016|0803602200000878502016|23/08/2016||||||11,0616723898583|44,8857813267864|0
||||0803602200000374282014|ACCETTATA DA PA|14/10/2014|MIRANDOLA|E1|DIRETTO|NO|I85C15000030008|13/01/2015|0803602200000464062015|31/01/2015|0803602200000465102015|19/03/2015|0803602200000584792015|04/06/2015|0803602200000755922016|05/02/2016||||||11,0877206053116|44,9056941883054|0
0803602200000205362014|04/03/2014|||0803602200000375202014|ACCETTATA DA PA|21/10/2014|MIRANDOLA|E3|DIRETTO|S|I85C14002690008|21/11/2014|||0803602200000531692015|08/05/2015|0803602200000574842015|04/06/2015|0803602200000616422015|14/07/2015|0803602200000667102015|02/11/2015||||11,0120883711482|44,8737885578286|0
0803602200000174832014|22/01/2014|||0803602200000380992014|ACCETTATA DA PA|25/10/2014|MIRANDOLA|E3|DIRETTO|NO||||||||||||||||11,1019670963722|44,886938669556|0
0803602200000181482014|20/02/2014|||0803602200000383312014|ACCETTATA DA PA|19/09/2014|MIRANDOLA|E3|DIRETTO|NO|I85C14002220001|24/09/2014|||0803602200000453192015|15/01/2015|0803602200000534742015|12/05/2015|0803602200000641822015|11/08/2015||||||11,0857553940926|44,8910278342756|0,125
0803602200000170762014|21/01/2014|||0803602200000383822014|ACCETTATA DA PA|03/12/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000480008|09/04/2015|0803602200000548102015|11/05/2015|0803602200000705282015|13/11/2015|0803602200000730302015|19/12/2015|0803602200000782552016|29/02/2016||||||11,1019670963722|44,886938669556|0
0803602200000183712014|29/01/2014|||0803602200000384012014|ACCETTATA DA PA|23/09/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000230008|05/02/2015|0803602200000504702015|01/04/2015|0803602200000529612015|14/05/2015|0803602200000580902015|23/05/2015|0803602200000591172015|08/06/2015|0803602200000799542016|12/04/2016||||11,1705901532701|44,9039155587777|0
0803602200000155502013|08/01/2014|||0803602200000386292014|ACCETTATA DA PA|24/01/2015|MIRANDOLA|E2|DIRETTO|S||||||||||||||||11,0413244464211|44,8880668566521|0
0803602200000181552014|20/02/2014|||0803602200000386422014|ACCETTATA DA PA|25/09/2014|MIRANDOLA|E3|DIRETTO|S|I85C12001740001|07/10/2014|||0803602200000447432014|13/01/2015|0803602200000484382015|28/02/2015|0803602200000510122015|08/04/2015|0803602200000718312015|01/12/2015||||11,0857553940926|44,8910278342756|0,125
||||0803602200000387232014|ACCETTATA DA PA|11/03/2015|MIRANDOLA|E3|ORGANIZZATO|NO||||||||||||||||11,0664867002639|44,8865341927451|0
0803602200000152362013|20/01/2014|||0803602200000388872014|ACCETTATA DA PA|15/12/2014|MIRANDOLA|E2|DIRETTO|NO||||||||||||||||11,0857553940926|44,8910278342756|0,267
0803602200000185892014|14/03/2014|||0803602200000389172014|ACCETTATA DA PA|13/11/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15000350008|12/03/2015|0803602200000500262015|27/03/2015|0803602200000641772015|13/08/2015|0803602200000728222015|19/12/2015|0803602200000797922016|04/04/2016||||||11,1911042273185|44,9159324682597|0
0803602200000184832014|29/01/2014|||0803602200000389942014|ACCETTATA DA PA|06/10/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000180008|30/01/2015|||0803602200000503802015|30/03/2015|0803602200000592372015|09/06/2015|0803602200000614632015|08/07/2015||||||11,185705|44,88565|999
0803602200000158062013|09/01/2014|||0803602200000390592014|ACCETTATA DA PA|19/12/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15000640008|05/05/2015|||0803602200000657752015|11/09/2015|0803602200000671292015|30/09/2015|0803602200000732702015|22/12/2015||||||11,1005206471341|44,8832520021462|0
0803602200000189962014|03/02/2014|||0803602200000390642014|ACCETTATA DA PA|15/12/2014|MIRANDOLA|E2|DIRETTO|S|I85C15000960008|08/07/2015|0803602200000675002015|05/10/2015|0803602200000688022015|21/10/2015|0803602200000725392015|14/12/2015|0803602200000771542016|18/02/2016||||||11,108061497046|44,9130332855551|0
0803602200000202982014|20/02/2014|||0803602200000392142014|ACCETTATA DA PA|26/02/2015|MIRANDOLA|E3|DIRETTO|NO|I85C16000930008|30/08/2016||||||||||||||11,0582976865046|44,8809333118443|0,083
||||0803602200000392872014|ACCETTATA DA PA|30/01/2015|MIRANDOLA|E3|DIRETTO|NO||||||||||||||||11,0677331500055|44,8710644374941|0
0803602200000139912013|31/01/2014|||0803602200000392912014|ACCETTATA DA PA|05/11/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15000540008|22/04/2015|0803602200000805632016|25/03/2016||||||||||||11,0417516|44,8596572|999
0803602200000170312014|28/01/2014|||0803602200000394322014|ACCETTATA DA PA|05/11/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15000220008|04/02/2015|0803602200000534402015|05/05/2015|0803602200000627032015|05/08/2015|0803602200000649592015|23/10/2015|0803602200000717082015|01/12/2015||||||11,0488535908551|44,8715117907343|0
0803602200000269502014|16/04/2014|||0803602200000396242014|ACCETTATA DA PA|15/10/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15000630001|04/05/2015|0803602200000623112015|21/07/2015|0803602200000720372015|11/12/2015|0803602200000784562016|17/03/2016|0803602200000837762016|12/05/2016||||||11,0717157725606|44,950645673511|0
0803602200000157152013|09/01/2014|||0803602200000396772014|ACCETTATA DA PA|11/11/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15000520008|20/04/2015|0803602200000579822015|04/06/2015|0803602200000631622015|30/07/2015|0803602200000668472015|26/09/2015|0803602200000734682015|23/12/2015||||||11,1005206471341|44,8832520021462|0
0803602200000195842014|15/03/2014|||0803602200000397312014|ACCETTATA DA PA|09/12/2014|MIRANDOLA|E3|DIRETTO|S||||||||||||||||11,1005206471341|44,8832520021462|0
0803602200000152632013|30/12/2013|||0803602200000397802014|ACCETTATA DA PA|14/10/2014|MIRANDOLA|E3|DIRETTO|S|I85C14002910001|29/12/2014|||0803602200000601732015|20/06/2015|0803602200000603732015|22/06/2015|0803602200000736252015|30/12/2015||||||11,1636152479895|44,9217595252721|0
0803602200000155792013|08/01/2014|||0803602200000399172014|ACCETTATA DA PA|15/10/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000440008|30/03/2015|||0803602200000515392015|14/04/2015|0803602200000516162015|15/04/2015|0803602200000762872016|08/02/2016||||||11,0264181911974|44,8638705648705|0
0803602200000187622014|30/01/2014|||0803602200000402232014|ACCETTATA DA PA|25/10/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15000130008|26/01/2015|||0803602200000515402015|14/04/2015|0803602200000516202015|15/04/2015|0803602200000623412015|17/07/2015|0803602200000846892016|24/05/2016||||11,1636152479895|44,9217595252721|0
0803602200000222812014|31/03/2014|||0803602200000403192014|ACCETTATA DA PA|29/12/2014|MIRANDOLA|E1|DIRETTO|NO|I85C16000020008|18/01/2016||||||||||||||11,0414867650082|44,873403237601|0
||||0803602200000406842014|ACCETTATA DA PA|07/05/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15001560008|17/11/2015|0803602200000715202015|26/11/2015|0803602200000846562016|24/05/2016||||||||||11,0415145|44,8583615|999
||||0803602200000407632014|ACCETTATA DA PA|03/02/2015|MIRANDOLA|E2|ORGANIZZATO|NO|I85C15001200008|03/09/2015|0803602200000714682015|09/12/2015|0803602200000853842016|07/06/2016||||||||||11,06856350605|44,8892323739163|0
0803602200000278682014|23/05/2014|||0803602200000408122014|ACCETTATA DA PA|30/01/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15000980008|09/07/2015|0803602200000623092015|17/07/2015|0803602200000820282016|20/04/2016|0803602200000842202016|26/05/2016|0803602200000900752016|12/08/2016||||||11,1250207150577|44,8730344415489|0
0803602200000200082014|19/02/2014|||0803602200000408202014|ACCETTATA DA PA|03/12/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15000000008|08/01/2015|0803602200000513592015|22/04/2015|0803602200000630932015|01/08/2015|0803602200000650382015|23/10/2015|0803602200000707382015|11/02/2016||||||11,1134549760894|44,8747703913815|0
0803602200000159832013|14/01/2014|||0803602200000408232014|ACCETTATA DA PA|17/11/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15000110008|23/01/2015|0803602200000577532015|23/05/2015|0803602200000703802015|01/12/2015|0803602200000722942015|16/12/2015|0803602200000733832015|23/12/2015|0803602200000888312016|27/07/2016||||11,073238684491|44,8874911404353|0
0803602200000215642014|18/03/2014|||0803602200000408512014|ACCETTATA DA PA|31/10/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000590008|24/04/2015|0803602200000541652015|09/05/2015|0803602200000630692015|28/07/2015|0803602200000690082015|24/10/2015|0803602200000732992015|22/12/2015||||||11,0462862|44,8661674|999
||||0803602200000409622014|ACCETTATA DA PA|09/12/2014|MIRANDOLA|E1|DIRETTO|NO|I85C15001070008|23/07/2015||||||||||||||11,0610890663017|44,9238955404582|0
||||0803602200000411362014|ACCETTATA DA PA|05/11/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000080001|19/01/2015|0803602200000544532015|08/05/2015|0803602200000637472015|05/08/2015|0803602200000659192015|15/09/2015|0803602200000689572015|23/10/2015||||||11,0488535908551|44,8715117907343|0
||||0803602200000412242014|ACCETTATA DA PA|23/12/2014|MIRANDOLA|E3|DIRETTO|S||||||||||||||||11,0887407341553|44,8788506921105|0
||||0803602200000412682014|ACCETTATA DA PA|11/11/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15000390008|23/03/2015|0803602200000625852015|24/07/2015|0803602200000632912015|01/08/2015|0803602200000673822015|05/10/2015|0803602200000866692016|27/06/2016||||||11,1705901532701|44,9039155587777|0
0803602200000195432014|06/02/2014|||0803602200000416962014|ACCETTATA DA PA|03/12/2014|MIRANDOLA|E1|DIRETTO|NO|I85C15000450008|01/04/2015|0803602200000533172015|30/04/2015|0803602200000626532015|21/07/2015|0803602200000650632015|02/09/2015|0803602200000743932016|13/01/2016||||||11,1501289797158|44,916897611234|0
0803602200000177812014|28/01/2014|||0803602200000416982014|ACCETTATA DA PA|30/01/2015|MIRANDOLA|E2|DIRETTO|NO||||||||||||||||11,0877206053116|44,9056941883054|0
0803602200000179582014|24/01/2014|||0803602200000417702014|ACCETTATA DA PA|10/02/2015|MIRANDOLA|E3|DIRETTO|S|I85C15000880001|17/06/2015|0803602200000605072015|29/06/2015|0803602200000715722015|30/11/2015|0803602200000718912015|09/12/2015|0803602200000837882016|13/05/2016||||||11,1636152479895|44,9217595252721|0
0803602200000172782014|21/01/2014|||0803602200000418112014|ACCETTATA DA PA|29/12/2014|MIRANDOLA|E3|DIRETTO|S||||||||||||||||11,1654135679148|44,8741237575574|0
0803602200000200232014|10/02/2014|||0803602200000418232014|ACCETTATA DA PA|30/12/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000410008|27/03/2015|0803602200000600792015|20/06/2015|0803602200000628472015|23/07/2015|0803602200000669962015|02/10/2015|0803602200000733352015|22/12/2015|0803602200000851552016|26/07/2016||||11,0479521679318|44,8933830499288|0
0803602200000131142013|02/12/2013|||0803602200000420822014|ACCETTATA DA PA|07/01/2015|MIRANDOLA|E3|DIRETTO|S||||||||||||||||11,1019670963722|44,886938669556|0
0803602200000209642014|27/02/2014|||0803602200000422512014|ACCETTATA DA PA|17/04/2015|MIRANDOLA|E1|DIRETTO|S|I85C15001610008|18/11/2015|||0803602200000902822016|23/08/2016||||||||||11,0414867650082|44,873403237601|0
0803602200000131132013|02/12/2013|||0803602200000423122014|ACCETTATA DA PA|07/01/2015|MIRANDOLA|E3|ORGANIZZATO|S||||||||||||||||11,1019670963722|44,886938669556|0,5
0803602200000115572013|02/12/2013|||0803602200000423172014|ACCETTATA DA PA|07/01/2015|MIRANDOLA|E3|DIRETTO|NO||||||||||||||||11,1019670963722|44,886938669556|0
||||0803602200000424062014|ACCETTATA DA PA|22/11/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15000490001|09/04/2015|0803602200000521152015|22/04/2015|0803602200000684302015|16/10/2015|0803602200000744612016|15/01/2016|0803602200000897562016|09/08/2016||||||11,1019670963722|44,886938669556|0
0803602200000157742013|09/01/2014|||0803602200000424292014|ACCETTATA DA PA|07/01/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15000560008|24/04/2015|0803602200000642262015|16/10/2015|0803602200000781852016|29/03/2016|0803602200000844322016|01/07/2016||||||||11,1636152479895|44,9217595252721|0
0803602200000168832014|27/01/2014|||0803602200000424852014|ACCETTATA DA PA|16/01/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15000870001|16/06/2015|0803602200000679562015|16/10/2015|0803602200000845382016|04/06/2016||||||||||11,1005206471341|44,8832520021462|0
||||0803602200000426002014|ACCETTATA DA PA|19/03/2015|MIRANDOLA|E3|DIRETTO|NO|I85C16000110008|28/01/2016|0803602200000811782016|14/04/2016|0803602200000864582016|21/06/2016||||||||||11,0877206053116|44,9056941883054|0
0803602200000195442014|14/03/2014|||0803602200000426572014|ACCETTATA DA PA|03/03/2015|MIRANDOLA|E3|DIRETTO|S|I85C16000440008|14/03/2016||||||||||||||11,1654135679148|44,8741237575574|0
0803602200000269842014|16/04/2014|||0803602200000426652014|ACCETTATA DA PA|23/12/2014|MIRANDOLA|E1|DIRETTO|S||||||||||||||||11,1636152479895|44,9217595252721|0
||||0803602200000427532014|ACCETTATA DA PA|07/03/2015|MIRANDOLA|E3|DIRETTO|S|I85C15001790008|28/12/2015|0803602200000785172016|07/04/2016|0803602200000863942016|28/06/2016||||||||||11,0877206053116|44,9056941883054|0
||||0803602200000428402014|ACCETTATA DA PA|14/02/2015|MIRANDOLA|E3|DIRETTO|S|I85C15000720008|25/05/2015|0803602200000636552015|05/08/2015||||||||||||11,1636152479895|44,9217595252721|0
0803602200000210302014|27/02/2014|||0803602200000428702014|ACCETTATA DA PA|19/12/2014|MIRANDOLA|E3|DIRETTO|S||||||||||||||||11,0877206053116|44,9056941883054|0
0803602200000155062013|09/01/2014|||0803602200000429042014|ACCETTATA DA PA|05/12/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000120001|23/01/2015|0803602200000622472015|15/07/2015|0803602200000675702015|06/10/2015|0803602200000702202015|09/11/2015|0803602200000719482015|02/12/2015||||||11,1017902200331|44,9088502250124|0
0803602200000189232014|01/02/2014|||0803602200000429352014|ACCETTATA DA PA|02/03/2015|MIRANDOLA|E3|DIRETTO|S|I85C16000080008|19/01/2016|0803602200000772672016|29/02/2016||||||||||||11,0479521679318|44,8933830499288|0
0803602200000184712014|29/01/2014|||0803602200000430262014|ACCETTATA DA PA|09/12/2014|MIRANDOLA|E3|DIRETTO|S|I85C15000600008|28/04/2015|||0803602200000554132015|22/05/2015|0803602200000604562015|24/06/2015|0803602200000623192015|20/07/2015|0803602200000739592016|21/01/2016||||11,185705|44,88565|999
0803602200000207552014|17/03/2014|||0803602200000431852014|ACCETTATA DA PA|11/03/2015|MIRANDOLA|E3|DIRETTO|S||||||||||||||||11,1636152479895|44,9217595252721|0
0803602200000213462014|06/03/2014|||0803602200000432152014|ACCETTATA DA PA|04/03/2015|MIRANDOLA|E3|DIRETTO|S|I85C16000710008|10/05/2016|0803602200000867912016|09/07/2016|0803602200000898862016|09/08/2016||||||||||11,0413244464211|44,8880668566521|0,3
0803602200000173932014|28/01/2014|||0803602200000432432014|ACCETTATA DA PA|30/01/2015|MIRANDOLA|E2|ORGANIZZATO|NO|I85C15001550008|13/11/2015|0803602200000719852015|04/12/2015||||||||||||11,0670999947883|44,8875296015619|0
||||0803602200000433072014|ACCETTATA DA PA|29/12/2014|MIRANDOLA|E2|DIRETTO|NO|I85C15000730001|25/05/2015|0803602200000760722016|04/02/2016|0803602200000766702016|11/02/2016|0803602200000793532016|11/03/2016|0803602200000819642016|15/04/2016||||||11,1994567409899|44,8990514068725|0
0803602200000191422014|20/02/2014|||0803602200000434662014|ACCETTATA DA PA|29/12/2014|MIRANDOLA|E3|DIRETTO|NO|I85C12001750001|10/06/2015|||0803602200000643542015|17/08/2015|0803602200000703352015|11/11/2015|0803602200000796632016|17/03/2016||||||11,0492476420646|44,8677850017907|0
0803602200000146762013|10/01/2014|||0803602200000435412014|ACCETTATA DA PA|16/01/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15001420008|12/10/2015|0803602200000706352015|09/02/2016|0803602200000834562016|09/05/2016|0803602200000887432016|26/07/2016||||||||11,0745826418264|44,8878327813223|0
0803602200000185342014|29/01/2014|||0803602200000435752014|ACCETTATA DA PA|28/01/2015|MIRANDOLA|E3|DIRETTO|S|I85C15000420008|28/03/2015|0803602200000592152015|08/06/2015|0803602200000703462015|11/11/2015|0803602200000718322015|01/12/2015|0803602200000758732016|02/02/2016|0803602200000880152016|20/07/2016||||11,0042472681073|44,8630420567062|0
0803602200000187732014|15/03/2014|||0803602200000436462014|ACCETTATA DA PA|23/12/2014|MIRANDOLA|E3|DIRETTO|S||||||||||||||||11,1636152479895|44,9217595252721|0
||||0803602200000437372014|ACCETTATA DA PA|14/05/2015|MIRANDOLA|E3|DIRETTO|NO|I85C16000280008|04/02/2016|0803602200000788732016|07/03/2016||||||||||||11,0677331500055|44,8710644374941|0
0803602200000182942014|29/01/2014|||0803602200000438652014|ACCETTATA DA PA|23/12/2014|MIRANDOLA|E3|DIRETTO|S|I85C15001150008|24/08/2015|||||||||||0803602200000763512016|29/07/2016||11,1017902200331|44,9088502250124|0
||||0803602200000438792014|ACCETTATA DA PA|29/12/2014|MIRANDOLA|E3|DIRETTO|S|I85C16000070001|19/01/2016|0803602200000780492016|10/03/2016||||||||||||11,1636152479895|44,9217595252721|0
||||0803602200000438962014|ACCETTATA DA PA|23/12/2014|MIRANDOLA|E1|DIRETTO|NO|I85C15000620008|29/04/2015|||0803602200000620282015|11/08/2015|0803602200000903562016|30/08/2016||||||||11,0119518785531|44,8661555370069|0
0803602200000254062014|03/04/2014|||0803602200000440592014|ACCETTATA DA PA|04/06/2015|MIRANDOLA|E3|ORGANIZZATO|NO||||||||||||||||11,0670999947883|44,8875296015619|0
0803602200000173602014|28/01/2014|||0803602200000441352014|ACCETTATA DA PA|30/12/2014|MIRANDOLA|E3|DIRETTO|NO|I85C15001120008|18/08/2015|0803602200000693192015|29/10/2015|0803602200000730882015|21/12/2015|0803602200000853992016|07/06/2016||||||||11,0857553940926|44,8910278342756|0,167
0803602200000176532014|23/01/2014|||0803602200000445182014|ACCETTATA DA PA|30/01/2015|MIRANDOLA|E3|DIRETTO|S|I85C16000170008|01/02/2016|0803602200000761132016|05/02/2016||||||||||||11,1636152479895|44,9217595252721|0
0803602200000157722013|08/01/2014|||0803602200000445782014|ACCETTATA DA PA|07/01/2015|MIRANDOLA|E3|DIRETTO|S|I85C15001250008|17/09/2015|0803602200000780762016|29/03/2016|0803602200000837252016|09/06/2016||||||||||11,108061497046|44,9130332855551|0
0803602200000210102014|17/03/2014|||0803602200000445912014|ACCETTATA DA PA|30/01/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15000500008|10/04/2015|0803602200000631692015|05/08/2015|0803602200000884012016|01/08/2016||||||||||11,0685807936913|44,8870892597014|0
0803602200000158542013|09/01/2014|||0803602200000446772014|ACCETTATA DA PA|16/01/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15001280001|24/09/2015|0803602200000677622015|15/10/2015|0803602200000733362015|08/02/2016|0803602200000900482016|30/08/2016||||||||11,0616723898583|44,8857813267864|0
0803602200000165362014|18/01/2014|||0803602200000447092014|ACCETTATA DA PA|27/01/2015|MIRANDOLA|E3|DIRETTO|S|I85C15000830001|09/06/2015|0803602200000597722015|14/07/2015|0803602200000664902015|22/09/2015|0803602200000691022015|26/10/2015|0803602200000744402016|14/01/2016|0803602200000893842016|05/08/2016||||11,1005206471341|44,8832520021462|0
||||0803602200000447642014|ACCETTATA DA PA|07/01/2015|MIRANDOLA|E2|DIRETTO|S|I85C15001360008|06/10/2015|||||||||||0803602200000871392016|09/08/2016||11,0540644362131|44,9066232334928|0
0803602200000203922014|18/03/2014|||0803602200000447732014|ACCETTATA DA PA|07/01/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15001010001|16/07/2015|0803602200000631322015|30/07/2015|0803602200000705002015|12/11/2015|0803602200000798492016|17/03/2016|0803602200000857042016|11/06/2016||||||11,1247468339047|44,9509829407536|0,667
0803602200000233452014|03/04/2014|||0803602200000447942014|ACCETTATA DA PA|02/03/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15001100008|18/08/2015|0803602200000721172015|22/12/2015|0803602200000816012016|12/04/2016||||||||||11,0119518785531|44,8661555370069|0
||||0803602200000448182014|ACCETTATA DA PA|08/01/2015|MIRANDOLA|E2|DIRETTO|NO|I85C15001020001|16/07/2015|0803602200000631412015|30/07/2015|0803602200000705012015|12/11/2015|0803602200000798502016|17/03/2016|0803602200000816932016|14/04/2016||||||11,1247468339047|44,9509829407536|0,667
0803602200000167342014|28/02/2014|||0803602200000449982015|ACCETTATA DA PA|30/04/2015|MIRANDOLA|E3|DIRETTO|NO|I85C16000260008|04/02/2016|0803602200000809662016|19/04/2016|0803602200000847552016|09/07/2016||||||||||11,0462527|44,8661151|999
0803602200000191532014|04/02/2014|||0803602200000450502015|ACCETTATA DA PA|18/02/2015|MIRANDOLA|E3|DIRETTO|S|I85C15001510008|02/11/2015|0803602200000772632016|24/02/2016|0803602200000852652016|04/06/2016||||||||||11,0371162|44,904576|999
||||0803602200000451862015|ACCETTATA DA PA|03/02/2015|MIRANDOLA|E3|DIRETTO|S|I85C15001620008|19/11/2015|0803602200000754212016|28/01/2016||||||||||||11,0710398646126|44,927509703368|0,2
||||0803602200000451922015|ACCETTATA DA PA|04/02/2015|MIRANDOLA|E3|DIRETTO|S|I85C15000840008|09/06/2015|||0803602200000802172016|15/04/2016||||||||||11,1654135679148|44,8741237575574|0
0803602200000188692014|31/01/2014|||0803602200000452712015|ACCETTATA DA PA|14/02/2015|MIRANDOLA|E2|DIRETTO|S|I85C16000470001|14/03/2016||||||||||||||11,1048715702093|44,9041404216089|0
||||0803602200000453232015|ACCETTATA DA PA|04/02/2015|MIRANDOLA|E3|DIRETTO|S|I85C15000750001|27/05/2015|0803602200000674992015|05/10/2015|0803602200000718352015|01/12/2015|0803602200000762852016|08/02/2016|0803602200000815422016|09/04/2016||||||11,0042472681073|44,8630420567062|0
0803602200000140482013|30/12/2013|||0803602200000453272015|ACCETTATA DA PA|30/01/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15001640001|19/11/2015|0803602200000780082016|27/02/2016|0803602200000869462016|28/06/2016||||||||||11,1636152479895|44,9217595252721|0
0803602200000182142014|28/01/2014|||0803602200000454292015|ACCETTATA DA PA|16/02/2015|MIRANDOLA|E3|DIRETTO|NO|I85C15000780008|29/05/2015|0803602200000614032015|07/07/2015|0803602200000698502015|04/11/2015|0803602200000746582016|16/01/2016|0803602200000850862016|01/06/2016||||||11,0492476420646|44,8677850017907|0
